Task Ref,Task Name,Task Client,Task Property,Task Category,Task Service Group,Task Assigned To,Quoted Cost,Quoted Sell,Quoted Profit,Quoted Margin,Estimated Cost,Estimated Sell,Estimated Hours,Committed Cost,Committed Hours,Revised Cost,Revised Sell,Revised Profit,Revised Margin,Revised Hours,Uninvoiced,Left to be incurred,Billable,Net Billable,Actual Cost,Invoiced,Invoiced Credit,Net Invoiced,Actual Profit,Actual Margin,Actual Hours,Cash Position,Cumulative Actual Cost,Cumulative Net Invoiced,Activity Actual Cost,Activity Net Invoiced
T-01519,39A513 (Quote QD-0062),Australian Catholic University (ACU),"ACU - Building 600-650 - 25a Baker Road, Strathfield, NSW 2055",Repair,R DETECTION,Darren Brailey,1089.96,1200.95,110.99,9.24%,0.00,0.00,0.00,640.80,2.08,640.80,1200.95,560.15,46.64%,2.08,0.03,640.80,0.03,0.03,0.00,1200.92,0.00,1200.92,1200.92,100.00%,0.00,1200.92,0.00,1200.92,0.00,0.00
T-01522,39A570 (Quote QD-0063),Milperra Sub TC Pty Ltd ATF Milperra || Sub Trust C/- CBRE Pty Ltd,"Milperra - 233 Milperra Road, Bankstown Aerodrome, NSW 2200",Repair,R DETECTION,Gordon Jenkins,460.00,590.00,130.00,22.03%,0.00,0.00,0.00,275.17,2.12,276.17,1240.00,963.83,77.73%,2.12,0.00,275.17,0.00,0.00,1.00,1240.00,0.00,1240.00,1239.00,99.92%,0.00,1240.00,1.00,1240.00,0.00,0.00
T-01523,39961 (Quote QD-0058),Pickles Auctions,"Pickles Auctions - 36-40 Harp Street, Belmore, NSW 2192",Repair,R DETECTION,Nu Unasa,460.00,460.00,0.00,0.00%,0.00,0.00,0.00,1071.67,5.17,1471.67,1500.00,28.33,1.89%,5.17,0.00,1071.67,0.00,0.00,400.00,1500.00,0.00,1500.00,1100.00,73.33%,0.00,1500.00,400.00,1500.00,0.00,0.00
T-01524,39754 (Quote QD-0036),The Trustee For Gemstone Arndell Park Asset,"Foothills Distribution Centre - 30 Lidco Street, Arndell Park, NSW 2148",Repair,R DETECTION,Darren Brailey,565.08,596.60,31.52,5.28%,0.00,0.00,0.00,258.91,1.18,258.91,596.00,337.09,56.56%,1.18,0.00,258.91,0.00,0.00,0.00,596.00,0.00,596.00,596.00,100.00%,0.00,596.00,0.00,596.00,0.00,0.00
T-01526,39649 (Quote QD-0068),Australian Red Cross Lifeblood,"Australian Red Cross Lifeblood - 17 O'Riordan Street, Alexandria, NSW 2015",Repair,R DETECTION,Darren Brailey,764.00,777.20,13.20,1.70%,0.00,0.00,0.00,86.67,0.67,130.67,777.20,646.53,83.19%,0.67,0.00,86.67,0.00,0.00,44.00,777.20,0.00,777.20,733.20,94.34%,0.00,777.20,44.00,777.20,0.00,0.00
T-01589,39933 (Quote QD-0021),X Commercial,"Elizabeth Towers -  418A Elizabeth Street, Surry Hills, NSW 2010",Repair,R DETECTION,Nu Unasa,5596.80,5813.34,216.54,3.72%,0.00,0.00,0.00,2.00,0.00,7835.64,6930.34,-905.30,-13.06%,0.00,0.00,2.00,0.00,0.00,7833.64,6930.34,0.00,6930.34,-903.30,-13.03%,43.78,718.50,7833.64,6930.34,0.00,0.00
T-01591,39A418 (Quote QD-0061),Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU059 Lidcombe Business Park (Buildings A to F) - 3-29 Birnie Avenue  LIDCOMBE, 2141, NSW",Repair,R DETECTION,Gordon Jenkins,1382.44,1659.17,276.73,16.68%,0.00,0.00,0.00,1253.95,7.55,1253.95,1659.17,405.22,24.42%,7.55,0.01,1253.95,0.01,0.01,0.00,1659.16,0.00,1659.16,1659.16,100.00%,0.00,1659.16,0.00,1659.16,0.00,0.00
T-01598,Fault between FIP & HVAC,Logos Property Management Pty Limited,"LOGOS - Sigma Healthcare - 2 Imperata Close, Kemps Creek, NSW 2165",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,143.00,1.10,404.96,1094.00,689.04,62.98%,1.10,0.00,143.00,0.00,0.00,261.96,1094.00,0.00,1094.00,832.04,76.05%,0.00,1094.00,261.96,1094.00,0.00,0.00
T-01620,39A116 (Quote QD-0070),Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU106 - M5 Industry Park - Building 1 -  1 Moorebank Avenue, Moorebank, NSW 2170",Repair,R DETECTION,John Minai,1946.00,2334.80,388.80,16.65%,0.00,0.00,0.00,283.83,2.18,1579.83,2334.80,754.97,32.34%,2.18,0.00,283.83,0.00,0.00,1296.00,2334.80,0.00,2334.80,1038.80,44.49%,0.00,2334.80,1296.00,2334.80,0.00,0.00
T-02315,39392 (Quote QD-0086),Vassk Investments Pty Ltd ATF Greenhills Estate Unit Trust C/-CBRE,"Toll - 11A Greenhills Avenue, Moorebank, NSW 2170",Repair,R DETECTION,Gordon Jenkins,7700.00,11000.00,3300.00,30.00%,0.00,0.00,0.00,8019.66,18.77,8410.14,11000.00,2589.86,23.54%,18.77,0.00,8019.66,0.00,0.00,390.48,11000.00,0.00,11000.00,10609.52,96.45%,0.00,11000.00,390.48,11000.00,0.00,0.00
T-02344,39A164 (Quote QD-0084),Nks (NSW) Pty Ltd C/- Dunnet Properties Pty Ltd Pty Ltd,"NKS - 2 Eden Park Drive, Macquarie Park, NSW 2113",Repair,R DETECTION,John Minai,522.00,540.60,18.60,3.44%,0.00,0.00,0.02,231.83,1.78,293.83,540.60,246.77,45.65%,1.78,0.00,231.83,0.00,0.00,62.00,540.60,0.00,540.60,478.60,88.53%,0.00,540.60,62.00,540.60,0.00,0.00
T-02414,Detector in fault,York II Sub Trust,"1 YORK - 1 York Street, Sydney, NSW 2000",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,121.33,0.93,181.33,560.00,378.67,67.62%,0.93,0.00,121.33,0.00,0.00,60.00,560.00,0.00,560.00,500.00,89.29%,0.00,560.00,60.00,560.00,0.00,0.00
T-02416,FIRE Panel requires to be re set,C/- Steven Krulis Real Estate Consultants,"Pittking Properties - 175-181 Oxford Street, Bondi Junction, NSW  2022",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,214.50,1.65,274.50,570.00,295.50,51.84%,1.65,0.00,214.50,0.00,0.00,60.00,570.00,0.00,570.00,510.00,89.47%,0.00,570.00,60.00,570.00,0.00,0.00
T-02417,Fault on Fire Panel,Volkswagen Group Australia,"Volkswagen - 24 Muir Road, Chullora, NSW 2190",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,84.50,0.65,204.50,660.00,455.50,69.02%,0.65,0.00,84.50,0.00,0.00,120.00,660.00,0.00,660.00,540.00,81.82%,0.00,660.00,120.00,660.00,0.00,0.00
T-02419,39272 (Quote QD-0030),HJ & CI Investments Pty Ltd ATF HJ and CI Investment Unit Trust,"Kingsley Enterprises - 6A Brooks Road, Ingleburn, NSW 2565",Repair,R DETECTION,Gordon Jenkins,545.95,553.73,7.78,1.41%,0.00,0.00,0.00,97.50,0.75,123.45,553.73,430.29,77.71%,0.75,0.00,97.50,0.00,0.00,25.95,553.73,0.00,553.73,527.78,95.31%,0.00,553.73,25.95,553.73,0.00,0.00
T-02420,Faults on FIP 7/11,The Trustee for Gemstone Lane Cove Asset,"11-13 Orion Road, Lane Cove West, NSW 2066",Callout,R DETECTION,John Minai,0.00,0.00,0.00,,0.00,0.00,0.00,260.00,2.00,320.00,560.00,240.00,42.86%,2.00,0.00,260.00,0.00,0.00,60.00,560.00,0.00,560.00,500.00,89.29%,0.00,560.00,60.00,560.00,0.00,0.00
T-02421,Smoke Detector,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU820 - City West Office Park - Building A (Channel 10) -1-31 Saunders Street PYRMONT, NSW, 2009,",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,120.00,780.00,660.00,84.62%,0.00,0.00,0.00,0.00,0.00,120.00,780.00,0.00,780.00,660.00,84.62%,0.00,780.00,120.00,780.00,0.00,0.00
T-02675,39902 (Quote QD-0100),Raad Property Acquisition No 65 Pty Ltd,"60-68 Hampstead Road, Auburn, NSW 2144",Repair,R DETECTION,Gordon Jenkins,560.00,600.00,40.00,6.67%,0.00,0.00,0.00,256.00,1.20,256.00,600.00,344.00,57.33%,1.20,0.00,256.00,0.00,0.00,0.00,600.00,0.00,600.00,600.00,100.00%,0.00,600.00,0.00,600.00,0.00,0.00
T-02676,Panel Faults ,Knight Frank,"223-225 Liverpool Street, Darlinghurst, NSW 2010",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,225.33,1.73,285.33,560.00,274.67,49.05%,1.73,0.00,225.33,0.00,0.00,60.00,560.00,0.00,560.00,500.00,89.29%,0.00,560.00,60.00,560.00,0.00,0.00
T-02774,39A284 (Quote QD-0116),X Commercial,"Bodium - 487 Elizabeth Street, Surry Hills, NSW 2010",Repair,R DETECTION,,517.12,541.11,23.99,4.43%,0.00,0.00,0.00,184.95,0.98,184.95,541.11,356.16,65.82%,0.98,1.11,184.95,1.11,1.11,0.00,540.00,0.00,540.00,540.00,100.00%,0.00,540.00,0.00,540.00,0.00,0.00
T-02776,39789 (Quote QD-0104),Dexus Property Services P/L (DXPS),39789 2-6 Basalt Road Pemulwuy,Repair,R DETECTION,Darren Brailey,618.38,665.89,47.51,7.14%,0.00,0.00,0.00,353.38,1.50,353.38,665.89,312.51,46.93%,1.50,0.01,353.38,0.01,0.01,0.00,665.88,0.00,665.88,665.88,100.00%,0.00,665.88,0.00,665.88,0.00,0.00
T-02778,39794 (Quote QD-0105),Dexus Property Services P/L (DXPS),39794 2 Bellevue Circuit Pemulwuy,Repair,R DETECTION,Darren Brailey,618.38,665.89,47.51,7.14%,0.00,0.00,0.00,0.00,0.00,158.38,665.89,507.51,76.22%,0.00,0.01,0.00,0.01,0.01,158.38,665.88,0.00,665.88,507.50,76.21%,0.00,665.88,158.38,665.88,0.00,0.00
T-02780,39A404 (Quote QD-0110),Ganian Pty Ltd ATF Blacktown Waste & Quarrying Land Unit Trust,Bucher Municipal - 19 Astoria Road  Marsden Park - NSW 2765,Repair,R DETECTION,Gordon Jenkins,539.19,572.45,33.26,5.81%,0.00,0.00,0.00,362.04,1.57,441.23,572.45,131.22,22.92%,1.57,0.01,362.04,0.01,0.01,79.19,572.44,0.00,572.44,493.25,86.17%,0.00,572.44,79.19,572.44,0.00,0.00
T-02781,39A612 (Quote QD-0101),Mercer Property Pty Ltd,"83-87 Market Street, Sydney, NSW 2000",Repair,R DETECTION,Nu Unasa,1024.18,1154.43,130.25,11.28%,0.00,0.00,0.00,671.91,1.83,671.91,1152.60,480.70,41.71%,1.83,0.00,671.91,0.00,0.00,0.00,1152.60,0.00,1152.60,1152.60,100.00%,0.00,1152.60,0.00,1152.60,0.00,0.00
T-02782,Network fault,Logos Property Management Pty Limited,"LOGOS - 246 Miller Road, Villawood, NSW 2165",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,2940.16,22.62,17184.16,19737.00,2552.84,12.93%,22.62,0.00,2940.16,0.00,0.00,14244.00,19737.00,0.00,19737.00,5493.00,27.83%,0.00,19737.00,14244.00,19737.00,0.00,0.00
T-02807,39903 (Quote QD-0135),Raad Property Acquisition No 65 Pty Ltd,"276-278 & 282 Parramatta Road, Auburn, NSW 2144",Repair,R DETECTION,Gordon Jenkins,0.00,590.00,590.00,100.00%,0.00,0.00,0.00,312.00,2.40,312.00,590.00,278.00,47.12%,2.40,0.00,312.00,0.00,0.00,0.00,590.00,0.00,590.00,590.00,100.00%,0.00,590.00,0.00,590.00,0.00,0.00
T-02812,"Setup 39981 39981 - 36 Templar Road, Erskine Park, 2759",GPT RE Limited,"Primary connect- EPXD- 36 Templar Road, Erskine Park, NSW 2759",Callout,R DETECTION,Gordon Jenkins,24190.00,31447.00,7257.00,23.08%,0.00,0.00,0.00,21558.84,16.68,21558.84,31447.00,9888.16,31.44%,16.68,0.00,21558.84,0.00,0.00,0.00,31447.00,0.00,31447.00,31447.00,100.00%,0.00,31447.00,0.00,31447.00,0.00,0.00
T-02862,Mimic Panel Fault,IDH No 3 Pty Ltd ATF IDH No3 Trust C/- Knight Frank,"Chep Australia - 2 Quarry Road, Erskine Park, NSW 2759",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,773.03,2.15,1266.55,1362.00,95.45,7.01%,2.15,0.00,773.03,0.00,0.00,493.52,1362.00,0.00,1362.00,868.48,63.77%,0.00,1362.00,493.52,1362.00,0.00,0.00
T-02872,39A349 (Quote QD-0042),Lendlease Real Estate Investments Ltd C/- JLL,"28 Percival Road, Smithfield, NSW 2164",Repair,R DETECTION,Gordon Jenkins,2144.42,2319.75,175.33,7.56%,0.00,0.00,0.00,343.90,1.77,814.08,2319.75,1505.67,64.91%,1.77,0.06,343.90,0.06,0.06,470.18,2319.69,0.00,2319.69,1849.51,79.73%,0.00,2319.69,470.18,2319.69,0.00,0.00
T-02874,39914 (Quote QD-0124),Blackwoods,"Blackwoods - 1-3 Bellevue Circuit, Greystanes, NSW 2145",Repair,R DETECTION,Gordon Jenkins,618.38,684.90,66.52,9.71%,0.00,0.00,0.00,240.35,0.72,240.35,684.90,444.55,64.91%,0.72,0.02,240.35,0.02,0.02,0.00,684.88,0.00,684.88,684.88,100.00%,0.00,684.88,0.00,684.88,0.00,0.00
T-02879,Fault on FIP,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU181 -Homemaker Centre -  49-59 O'Riordan Street, Alexandria, NSW 2015",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,255.67,1.97,372.79,766.00,393.21,51.33%,1.97,0.00,255.67,0.00,0.00,117.12,766.00,0.00,766.00,648.88,84.71%,0.00,766.00,117.12,766.00,0.00,0.00
T-02909,VESDA Fault - Charger fault,Australian Catholic Universities (ACU),"ACU - Building 502 - 40 Edward Street, North Sydney - NSW 2055",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,509.17,3.92,1061.11,1438.00,376.89,26.21%,3.92,0.00,509.17,0.00,0.00,551.94,1438.00,0.00,1438.00,886.06,61.62%,0.00,1438.00,551.94,1438.00,0.00,0.00
T-02913,39A295 (Quote QD-0164),Koorong Books Pty Ltd,"Koorong - 28 West Parade, West Ryde, NSW 2114",Repair,R DETECTION,Darren Brailey,517.12,534.26,17.14,3.21%,0.00,0.00,0.00,313.57,1.53,313.57,534.26,220.69,41.31%,1.53,0.02,313.57,0.02,0.02,0.00,534.24,0.00,534.24,534.24,100.00%,0.00,534.24,0.00,534.24,0.00,0.00
T-02915,39A184 (Quote QD-0148),AEU NSW Teachers Federation Branch,"AEU NSW Teachers Federation Branch - 23-33 Mary Street, Surry Hills, 2010",Repair,R DETECTION,Nu Unasa,695.26,794.07,98.81,12.44%,0.00,0.00,0.00,328.42,0.72,328.42,794.07,465.65,58.64%,0.72,0.00,328.42,0.00,0.00,0.00,794.07,0.00,794.07,794.07,100.00%,0.00,794.07,0.00,794.07,0.00,0.00
T-02917,39A558 A (Quote QD-0152),Aeria Management Group,"39A558 A Allied Express 3 Murray Jones Drive, Bankstown Aerodrome (Site 203A)",Repair,R DETECTION,Gordon Jenkins,746.08,860.51,114.43,13.30%,0.00,0.00,0.00,368.41,0.63,368.41,860.51,492.10,57.19%,0.63,0.01,368.41,0.01,0.01,0.00,860.50,0.00,860.50,860.50,100.00%,0.00,860.50,0.00,860.50,0.00,0.00
T-02918,Charger Fault,Lendlease Real Estate Investments Ltd C/- JLL,"28 Percival Road, Smithfield, NSW 2164",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,682.50,5.25,776.28,1175.00,398.72,33.93%,5.25,0.00,682.50,0.00,0.00,93.78,1175.00,0.00,1175.00,1081.22,92.02%,0.00,1175.00,93.78,1175.00,0.00,0.00
T-02919,39A325 (Quote QD-0115),Australis Facilities Management Pty Ltd,"Jacaranda - 159-171 Anzac Parade  KENSINGTON, 2033, NSW",Repair,R DETECTION,Nu Unasa,1105.99,1322.71,216.72,16.38%,0.00,0.00,0.00,799.82,2.18,799.82,1322.71,522.89,39.53%,2.18,0.03,799.82,0.03,0.03,0.00,1322.68,0.00,1322.68,1322.68,100.00%,0.00,1322.68,0.00,1322.68,0.00,0.00
T-02936,39A424 (Quote QD-0159),Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU079 Greystanes Park East - (BLDG 3) Iron Mountain 3 Reconciliation Rise PEMULWUY, 2145, NSW",Repair,R DETECTION,Gordon Jenkins,533.88,556.04,22.16,3.99%,0.00,0.00,0.00,273.22,1.53,273.22,556.04,282.82,50.86%,1.53,0.00,273.22,0.00,0.00,0.00,556.04,0.00,556.04,556.04,100.00%,0.00,556.04,0.00,556.04,0.00,0.00
T-02946,39A102 (Quote QD-0151),c/- Cushman & Wakefield Pty Ltd,"Barangaroo Culture Space Building - Cnr Towns Place and Dalgety Road, Millers Point, NSW 2000",Repair,R DETECTION,Nu Unasa,1172.66,1405.72,233.06,16.58%,0.00,0.00,0.00,708.33,0.97,708.33,1405.72,697.39,49.61%,0.97,0.00,708.33,0.00,0.00,0.00,1405.72,0.00,1405.72,1405.72,100.00%,0.00,1405.72,0.00,1405.72,0.00,0.00
T-03070,39A283 (Quote QD-0167),IDH No 4 Pty Ltd ATF IDH No4 Trust C/- Knight Frank,"18 Smith Street, Parramatta, NSW 2150",Repair,R DETECTION,Gordon Jenkins,1910.00,2310.00,400.00,17.32%,0.00,0.00,0.00,221.00,1.70,1221.00,2310.00,1089.00,47.14%,1.70,0.00,221.00,0.00,0.00,1000.00,2310.00,0.00,2310.00,1310.00,56.71%,0.00,2310.00,1000.00,2310.00,0.00,0.00
T-03074,Fire Panel,Lendlease Real Estate Investments Ltd C/- JLL,"49 Hotham Parade, Artarmon, NSW 2064",Callout,R DETECTION,Ryan Robinson,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,381.98,719.00,337.02,46.87%,0.00,0.00,0.00,0.00,0.00,381.98,719.00,0.00,719.00,337.02,46.87%,2.27,424.33,381.98,719.00,0.00,0.00
T-03081,39A572 (Quote QD-0145),Primary Connect,"KCDC- Oakdale West - Warehouse 4E  - 6 Cuprum Close, Kemps Creek, NSW 2178",Repair,R DETECTION,Gordon Jenkins,904.46,1037.80,133.34,12.85%,0.00,0.00,0.00,541.96,0.75,541.96,1037.80,495.84,47.78%,0.75,0.02,541.96,0.02,0.02,0.00,1037.78,0.00,1037.78,1037.78,100.00%,0.00,1037.78,0.00,1037.78,0.00,0.00
T-03082,39A570 (Quote QD-0154),Milperra Sub TC Pty Ltd ATF Milperra || Sub Trust C/- CBRE Pty Ltd,"Milperra - 233 Milperra Road, Bankstown Aerodrome, NSW 2200",Repair,R DETECTION,Gordon Jenkins,748.38,795.89,47.51,5.97%,0.00,0.00,0.00,704.38,4.20,1035.38,1445.89,410.51,28.39%,4.20,0.01,704.38,0.01,0.01,331.00,1445.88,0.00,1445.88,1114.88,77.11%,0.00,1445.88,331.00,1445.88,0.00,0.00
T-03083,Fire Control Room Panel Fault,Excel Building Management,"Pacific Square - 717 Anzac Parade, Maroubra, NSW 2035",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,3526.63,21.97,7138.63,710.00,-6428.63,-905.44%,21.97,0.00,3526.63,0.00,0.00,3612.00,6062.00,5352.00,710.00,-2902.00,-408.73%,0.00,710.00,3612.00,710.00,0.00,0.00
T-03090,39A602 (Quote QD-0153),Logos Property Management Pty Limited,"LOGOS - Shared Services - 145 Hollinsworth Road, Marsden Park, NSW 2765",Repair,R DETECTION,Gordon Jenkins,609.06,653.78,44.72,6.84%,0.00,0.00,0.00,251.56,1.25,311.56,653.00,341.44,52.29%,1.25,0.00,251.56,0.00,0.00,60.00,653.00,0.00,653.00,593.00,90.81%,0.00,653.00,60.00,653.00,0.00,0.00
T-03095,Fire Alarm Zone 3,Dexus Property Services P/L (DXPS),39794 2 Bellevue Circuit Pemulwuy,Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,307.67,2.37,1042.67,1980.00,937.33,47.34%,2.37,0.00,307.67,0.00,0.00,735.00,1980.00,0.00,1980.00,1245.00,62.88%,0.00,1980.00,735.00,1980.00,0.00,0.00
T-03096,39A150 (Quote QD-0184),Centuria Property Funds No. 2 Ltd ACF Centuria Institutional Investment No. 3 Ltd ATF CIP Sub Trust No. 4,"Centuria - UGL - 3 George Young Street, Auburn, NSW 2144",Repair,R DETECTION,Bill Mortel,1814.90,2143.37,328.47,15.32%,0.00,0.00,0.07,1393.90,2.30,1393.90,2143.37,749.47,34.97%,2.30,0.00,1393.90,0.00,0.00,0.00,2143.37,0.00,2143.37,2143.37,100.00%,0.00,2143.37,0.00,2143.37,0.00,0.00
T-03099,12A / 63-79 Parramatta Rd Silverwater.,Ark Building Group,"Gateway Business Park - Unit 3/9/10 - 63-79 Parramatta Road, Silverwater, NSW 2128",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,242.66,1.87,243.66,700.00,456.34,65.19%,1.87,0.00,242.66,0.00,0.00,1.00,700.00,0.00,700.00,699.00,99.86%,0.00,700.00,1.00,700.00,0.00,0.00
T-03138,39A262 (Quote QD-0176),Bondi Bowling Club,"Bondi Bowling Club - 1A Warners Avenue, North Bondi, NSW 2026",Repair,R DETECTION,Nu Unasa,474.00,479.60,5.60,1.17%,0.00,0.00,0.00,205.83,1.58,263.03,479.60,216.57,45.16%,1.58,0.00,205.83,0.00,0.00,57.20,479.60,0.00,479.60,422.40,88.07%,0.00,479.60,57.20,479.60,0.00,0.00
T-03766,39A460 (Quote QD-0195),Lendlease Real Estate Investments Ltd,"Visy Recycling - 112 Euston Road, Alexandria, NSW 2015",Repair,R DETECTION,Bill Mortel,1050.00,1170.00,120.00,10.26%,0.00,0.00,0.00,0.00,0.00,400.00,1170.00,770.00,65.81%,0.00,0.00,0.00,0.00,0.00,400.00,1170.00,0.00,1170.00,770.00,65.81%,0.00,1170.00,400.00,1170.00,0.00,0.00
T-03768,Alarm activation over the weekend. Attendance required.,Costa Logistics Pty Ltd,"Costas - 4 Beach Street, Eastern Creek, NSW 2766",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,1493.90,11.12,1703.83,2090.00,386.17,18.48%,11.12,0.00,1493.90,0.00,0.00,209.93,2090.00,0.00,2090.00,1880.07,89.96%,0.00,2090.00,209.93,2090.00,0.00,0.00
T-03907,Afterhours Call Out 1st December,Goodman Fielder Consumer Foods Pty Ltd,"Goodman Fielder - 16 Templar Rd, Erskine Park, NSW 2759",Callout,R DETECTION,Ryan Robinson,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,580.00,580.00,100.00%,0.00,0.00,0.00,0.00,0.00,0.00,580.00,0.00,580.00,580.00,100.00%,0.00,580.00,0.00,580.00,0.00,0.00
T-03909,Zirco Data Block Plan,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU543 - Zirco Data - 15-23 Quarry Road, Erskine Park, NSW 2759",Callout,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,1473.00,1473.00,100.00%,0.00,0.00,0.00,0.00,0.00,0.00,1473.00,0.00,1473.00,1473.00,100.00%,0.00,1473.00,0.00,1473.00,0.00,0.00
T-03910,Faulty Detector Level 1 ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU820 - City West Office Park - Building A (Channel 10) -1-31 Saunders Street PYRMONT, NSW, 2009,",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,318.50,2.45,378.50,560.00,181.50,32.41%,2.45,0.00,318.50,0.00,0.00,60.00,560.00,0.00,560.00,500.00,89.29%,0.00,560.00,60.00,560.00,0.00,0.00
T-03911,39649 (Quote QD-0215),Australian Red Cross Lifeblood,"Australian Red Cross Lifeblood - 17 O'Riordan Street, Alexandria, NSW 2015",Repair,R DETECTION,Nu Unasa,610.24,460.00,-150.24,-32.66%,0.00,0.00,0.00,453.36,2.00,564.04,564.00,-0.04,-0.01%,2.00,0.00,453.36,0.00,0.00,110.68,564.00,0.00,564.00,453.32,80.38%,0.00,564.00,110.68,564.00,0.00,0.00
T-03912,39464 (Quote QD-0213),Serbale Pty Limited,"45 Jones Street St, Ultimo, NSW 2007",Repair,R DETECTION,Darren Brailey,1109.50,1265.35,155.85,12.32%,0.00,0.00,0.00,703.67,1.42,703.67,1265.35,561.68,44.39%,1.42,0.03,703.67,0.03,0.03,0.00,1265.32,0.00,1265.32,1265.32,100.00%,0.00,1265.32,0.00,1265.32,0.00,0.00
T-03914,39983 (Quote QD-0165),D.J.Wear,"Screen Australia L7 - 45 Jones Street, Ultimo, NSW 2007 “Level 7 Computer Room – VESDA testing”",Repair,R DETECTION,Darren Brailey,482.00,488.60,6.60,1.35%,0.00,0.00,0.00,76.17,0.42,76.17,488.60,412.43,84.41%,0.42,0.00,76.17,0.00,0.00,0.00,488.60,0.00,488.60,488.60,100.00%,0.00,488.60,0.00,488.60,0.00,0.00
T-03994,39A671 (Quote QD-0179),State Library of NSW,"State Library of NSW - 1 Shakespeare Place, Sydney, NSW 2000",Repair,R DETECTION,Nu Unasa,7053.04,7674.95,621.91,8.10%,0.00,0.00,0.00,4885.88,22.58,5212.88,7674.95,2462.07,32.08%,22.58,0.00,4885.88,0.00,0.00,327.00,7674.95,0.00,7674.95,7347.95,95.74%,0.00,7674.95,327.00,7674.95,0.00,0.00
T-04000,Comms Failed,Ganian Pty Ltd ATF Blacktown Waste & Quarrying Land Unit Trust,Bucher Municipal - 19 Astoria Road  Marsden Park - NSW 2765,Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,512.14,2.52,697.12,1204.00,506.88,42.10%,2.52,0.00,512.14,0.00,0.00,184.98,1204.00,0.00,1204.00,1019.02,84.64%,0.00,1204.00,184.98,1204.00,0.00,0.00
T-04028,Panel Fault,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU181 -Homemaker Centre -  49-59 O'Riordan Street, Alexandria, NSW 2015",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,372.67,2.87,459.98,574.00,114.02,19.86%,2.87,0.00,372.67,0.00,0.00,87.31,574.00,0.00,574.00,486.69,84.79%,0.00,574.00,87.31,574.00,0.00,0.00
T-04030,39233 (Quote QD-0013),The Kitchenary Pty Ltd,"The Kitchenary - 27 Holbeche Road, Arndell Park, NSW 2148",Repair,R DETECTION,Gordon Jenkins,537.31,698.50,161.19,23.08%,0.00,0.00,3.00,293.14,1.58,353.14,698.50,345.36,49.44%,3.00,0.00,293.14,0.00,0.00,60.00,698.50,0.00,698.50,638.50,91.41%,0.00,698.50,60.00,698.50,0.00,0.00
T-04035,6 Monthly Testing,Primary Connect,"MONDC - 13 Bushmaster Avenue, Moorebank, NSW 2170",Callout,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,1180.83,9.08,1180.83,5010.00,3829.17,76.43%,9.08,0.00,1180.83,0.00,0.00,0.00,5010.00,0.00,5010.00,5010.00,100.00%,0.00,5010.00,0.00,5010.00,0.00,0.00
