Task Ref,Task Property,Task Category,Task Service Group,Task Round,Task Supporting Technicians,Task Description,Task Source Defect Quote Ref,Task Source Service Quote Ref,Task Authorisation Ref,Task Status,Task Author,Task Salesperson,Task Created Date,Task Performed Date,Task Invoiced Date,Task Days to Complete,Task Days to Invoice
T-39356,"91 Phillip Street, Parramatta, NSW 2150",Billing,,,,Inspection & Testing - Fixed/Monthly 2026-04-01 to 2026-04-30,,,W15614524 - April ,COMPLETE,,,10 April     2026,10 April     2026,10 April     2026,0.00,0.22
T-39383,"Pacific Square - 717 Anzac Parade, Maroubra, NSW 2035",Billing,,,,Inspection & Testing - Fixed/Monthly 2026-04-01 to 2026-04-30,,,Upload ,COMPLETE,,,10 April     2026,10 April     2026,10 April     2026,0.00,0.30
T-37649,"Goodman AU870 - Chep - 13-15 Interchange Drive, Eastern Creek - NSW 2766",I&T,M COMBINED,,,"Apr 2026 routine servicing (9 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (2), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (4), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (1), Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1), Water Storage Tanks For Fire Protection Systems (AS 1851:2012 Section 5): Monthly (1)",,,"",COMPLETE,Office Account,,31 March     2026,7 April     2026,,7.08,
T-39481,"18 Smith Street, Parramatta, NSW 2150",Billing,,,,Inspection & Testing - Fixed/Monthly 2026-04-01 to 2026-04-30,,,W15614493- April ,COMPLETE,,,10 April     2026,10 April     2026,10 April     2026,0.00,0.18
T-39736,"ACU - Building 533 - 33 Berry Street, North Sydney - NSW 2055",Billing,,,,Inspection & Testing - Fixed/Monthly 2026-04-01 to 2026-04-30,,,PU078321,COMPLETE,,,10 April     2026,10 April     2026,14 April     2026,0.00,3.83
T-37660,"Centuria - 160 Newton Road, Wetherill Park, NSW 2164",I&T,M COMBINED,,,"Apr 2026 routine servicing (14 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (5), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (6), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (1), Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1), Water Storage Tanks For Fire Protection Systems (AS 1851:2012 Section 5): Monthly (1)",,,"",COMPLETE,Office Account,,31 March     2026,1 April     2026,,1.05,
T-39424,"Compass Centre - 85 North Terrace Bankstown, NSW 2200",Billing,,,,Inspection & Testing - Fixed/Monthly 2026-04-01 to 2026-04-30,,,W15618039- April ,COMPLETE,,,10 April     2026,10 April     2026,10 April     2026,0.00,0.23
T-39380,"PPIF -  9 George Street, Parramatta, NSW 2150",Billing,,,,Inspection & Testing - Fixed/Monthly 2026-04-01 to 2026-04-30,,,W15614452- April ,COMPLETE,,,10 April     2026,10 April     2026,10 April     2026,0.00,0.24
T-36308,"Woolworths - 29 Sarah Andrews Close, Erskine Park, NSW 2759",Callout,R SPRINKLER,,,Michael Berger has called requesting attendance to investigate leaking coupling on the Annubar drain line located at the tank.,,,WO: 338928 PO 592203,COMPLETE,Dean Shaw,,25 March     2026,25 March     2026,9 April     2026,0.06,14.86
T-34149,"De Bortoli Wines - 24 Cox Place, Glendenning, NSW 2761",Callout,R SPRINKLER,,"Allan Sparkl, Jaiden Raiti",Attend site to isolate the fire system for the building works.,,,Killian Email.,COMPLETE,Dean Shaw,,9 March     2026,12 March     2026,10 April     2026,2.78,29.20
T-39484,"Centuria - 160 Newton Road, Wetherill Park, NSW 2164",Billing,,,,Inspection & Testing - Fixed/Monthly 2026-04-01 to 2026-04-30,,,A20041_2600023- April 2026 ,COMPLETE,,,10 April     2026,10 April     2026,10 April     2026,0.00,0.20
T-37672,"26 Nelson Road, Yennora, NSW 2161",I&T,M SPRINKLER,,,"Apr 2026 routine servicing (8 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (4), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (3), Water Storage Tanks For Fire Protection Systems (AS 1851:2012 Section 5): Monthly (1)",,,"",COMPLETE,Office Account,,31 March     2026,8 April     2026,,8.02,
T-29764,"82 Belmore Road North, Riverwood, NSW 2210",I&T,A DETECTION,,Haider Al-Heyoury,"Feb 2026 routine servicing (2 items): Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Annual (1), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Annual (1)",,,"",COMPLETE,Office Account,,29 January   2026,5 February  2026,,6.99,
T-39473,"unit 6/17 Stanton Rd, Seven Hills",Billing,,,,Inspection & Testing - Fixed/Monthly 2026-04-01 to 2026-04-30,,,A20058_2600041- April 2026 ,COMPLETE,,,10 April     2026,10 April     2026,10 April     2026,0.00,0.20
T-29763,"82 Belmore Road North, Riverwood, NSW 2210",I&T,A FPT PASSIVE,,,"Feb 2026 routine servicing (160 items): Service Penetrations, Control Joints (AS 1851:2012 Section 12): Annual (110), Fire Rated Materials & Lightweight Construction (AS 1851:2012 Section 12): Annual (0), Hinged and Pivoted Doorsets: Common (AS 1851:2012 Section 12): Six-monthly (50)",,,"",COMPLETE,Office Account,,29 January   2026,5 February  2026,,7.05,
T-37677,"5 Yarrawa Street, Prestons, NSW 2170",I&T,M COMBINED,,,"Apr 2026 routine servicing (8 items): Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1), Water Storage Tanks For Fire Protection Systems (AS 1851:2012 Section 5): Monthly (1), Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (3), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (2), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (1)",,,"",COMPLETE,Office Account,,31 March     2026,9 April     2026,,9.23,
T-39393,"Baxter - 164 Newton Road, Wetherill Park, NSW 2164",Billing,,,,Inspection & Testing - Fixed/Monthly 2026-04-01 to 2026-04-30,,,A20043_2600032- April 2026 ,COMPLETE,,,10 April     2026,10 April     2026,10 April     2026,0.00,0.24
T-39474,"Billing - 1A The Crescent, Kingsgrove & 133 Vanessa Street, Kingsgrove",Billing,,,,Inspection & Testing - Fixed/Monthly 2026-04-01 to 2026-04-30,,,SO7188235_201010 - Yearly ,COMPLETE,,,10 April     2026,10 April     2026,10 April     2026,0.00,0.21
T-37986,"De Bortoli Wines - 24 Cox Place, Glendenning, NSW 2761",Repair,R SPRINKLER,,,Attend to site and isolate the water storage and the sprinkler pumps for excavation works.,QD-2511,,"",COMPLETE,Mariette Henderson,,1 April     2026,10 April     2026,10 April     2026,9.17,0.00
T-39408,"2 Durham St, Rosehill NSW 2142",Billing,,,,Inspection & Testing - Fixed/Monthly 2026-04-01 to 2026-04-30,,,7300544319- Annual  PO 2026,COMPLETE,,,10 April     2026,10 April     2026,10 April     2026,0.00,0.25
T-39396,"28 Rodborough Road, Frenchs Forest, NSW 2086",Billing,,,,Inspection & Testing - Fixed/Monthly 2026-04-01 to 2026-04-30,,,301_2600045- April ,COMPLETE,,,10 April     2026,10 April     2026,10 April     2026,0.00,0.25
T-37694,"30 Loftus Road, Yennora , NSW 2161",I&T,M SPRINKLER,,Mark Sorridimi,Apr 2026 routine servicing (3 items): Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (3),,,"",COMPLETE,Office Account,,31 March     2026,8 April     2026,,8.14,
T-37692,"1333 The Horsley Drive, Wetherill Park, NSW 2164",I&T,M COMBINED,,,"Apr 2026 routine servicing (13 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (3), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (3), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (4), Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1), Water Storage Tanks For Fire Protection Systems (AS 1851:2012 Section 5): Monthly (2)",,,"",COMPLETE,Office Account,,31 March     2026,1 April     2026,,1.13,
T-37695,"DHL - 15 Astoria Street, Marsden Park, NSW 2765",I&T,M SPRINKLER,,,"Apr 2026 routine servicing (6 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (3), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (2), Water Storage Tanks For Fire Protection Systems (AS 1851:2012 Section 5): Monthly (1)",,,"",COMPLETE,Office Account,,31 March     2026,9 April     2026,,9.17,
T-39384,"Primo Small Goods - 1 Moondo Street, Greenacre, NSW 2190",Billing,,,,Inspection & Testing - Fixed/Monthly 2026-04-01 to 2026-04-30,,,PO 4516319964 - 2026 ,COMPLETE,,,10 April     2026,10 April     2026,10 April     2026,0.00,0.26
T-37698,"TSS - 11 Grand Avenue, Camellia, NSW 2142",I&T,M SPRINKLER,,,"Apr 2026 routine servicing (9 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (7), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (2)",,,"",COMPLETE,Office Account,,31 March     2026,2 April     2026,,1.91,
T-37708,"40 Ricketty Road, Mascot, NSW 2020",I&T,M DETECTION,,,"Apr 2026 routine servicing (28 items): Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (27)",,,"",COMPLETE,Office Account,,31 March     2026,9 April     2026,,9.16,
T-37707,"40 Ricketty Road, Mascot, NSW 2020",I&T,M SPRINKLER,,,"Apr 2026 routine servicing (4 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (2), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (2)",,,"",COMPLETE,Office Account,,31 March     2026,9 April     2026,,9.16,
T-37720,"Goodman AU210 - Gateway Industrial Estate - 209-215 Walters Road, Arndell Park, NSW 2148",I&T,M SPRINKLER,,,"Apr 2026 routine servicing (20 items): Water Storage Tanks For Fire Protection Systems (AS 1851:2012 Section 5): Six-monthly (1), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Six-monthly (2), Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Six-monthly (7), Water Storage Tanks For Fire Protection Systems (AS 1851:2012 Section 5): Monthly (1), Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2",,,"",COMPLETE,Office Account,,31 March     2026,8 April     2026,,8.22,
T-37728,"Nine Radio L1 Building C - 33-35 Saunders Street, Pyrmont, NSW 2009",I&T,M SPRINKLER,,,Apr 2026 routine servicing (1 items): Fire Sprinkler System: Pre-Action (AS 1851:2012 Section 2): Monthly (1),,,"",COMPLETE,Office Account,,31 March     2026,7 April     2026,,7.00,
T-37729,"Nine Radio L1 Building C - 33-35 Saunders Street, Pyrmont, NSW 2009",I&T,M DETECTION,,,Apr 2026 routine servicing (1 items): Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (1),,,"",COMPLETE,Office Account,,31 March     2026,7 April     2026,,6.98,
T-33911,"80 Borrowdale Way, Cranebrook",I&T,R DETECTION,,,Attend to site Monday the 9/3/2026 for 1pm to carry out a one off test to the sprinkler systems x 2 and carry out monthly FIP test. Complete AS1851 TEST SHEET.,,,ISL201_2600039,COMPLETE,Dean Shaw,,5 March     2026,9 March     2026,14 April     2026,3.94,35.92
T-37763,"L1 - Building B - 350 Parramatta Road, Homebush West, NSW 2140",I&T,M DETECTION,,,Apr 2026 routine servicing (1 items): Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (1),,,"",COMPLETE,Office Account,,31 March     2026,2 April     2026,,2.15,
T-39898,"1 Rivett Road, North Ryde, NSW 2113",Callout,R DETECTION,,,Call Out - FIP Fault ,,,Email 13.04.2026,COMPLETE,Casper Tavitian,,13 April     2026,13 April     2026,13 April     2026,0.09,0.04
T-19010,"AU282 - 3 McPherson Street, Banksmeadow NSW 2019",Callout,R DETECTION,,John Minai,Fault on fire system,,,"",COMPLETE,Jamie Wright,,1 October   2025,1 October   2025,13 April     2026,0.04,194.09
T-35885,"LOGOS - Unitrans -  2-4 Harvey Road, Kings Park, NSW 2148",Callout,R SPRINKLER,,,ESR have sent a purchase order requesting attendance to investigate leak on valve set in between dock 26 and 27.,,,WO 12550  PO 170437,COMPLETE,Dean Shaw,,23 March     2026,23 March     2026,7 April     2026,0.23,15.04
T-20312,"Bevchain - 17-21 Percy Street, Auburn, NSW 2144",Callout,R SPRINKLER,,,Pump 2,,,"",COMPLETE,Jade Ogony,,21 October   2025,,,,
T-37821,"VERTIX - 311 South Street, Marsden Park NSW 2765",I&T,M COMBINED,,,"Apr 2026 routine servicing (11 items): Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (2), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (2), Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (7), Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (0)",,,"",COMPLETE,Office Account,,31 March     2026,9 April     2026,,9.13,
T-37193,"LOGOS - Orrcon Steel - Building 1- 145 Hollinsworth Road, Marsden Park, NSW 2765",Repair,FUEL,,,Refueling 23 March 2026,,SQ-0710,Work Order 12845  Purchase Order 171425,COMPLETE,Mariette Henderson,Rose Lopino,30 March     2026,,7 April     2026,,
T-25363,"Centuria - 160 Newton Road, Wetherill Park, NSW 2164",I&T,A DETECTION,,Haider Al-Heyoury,Jan 2026 routine servicing (1 items): Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Annual (1),,,"",COMPLETE,Office Account,,9 December  2025,10 December  2025,,1.12,
T-39452,"Goodman AU099 - 31 Heathcote Road, Moorebank, NSW, 2170",Billing,,,,Inspection & Testing - Fixed/Monthly 2026-04-01 to 2026-04-30,,,595295,COMPLETE,,,10 April     2026,10 April     2026,14 April     2026,0.00,4.11
T-39451,"Goodman AU870 - Chep - 13-15 Interchange Drive, Eastern Creek - NSW 2766",Billing,,,,Inspection & Testing - Fixed/Monthly 2026-04-01 to 2026-04-30,,,595295,COMPLETE,,,10 April     2026,10 April     2026,14 April     2026,0.00,4.12
T-39445,"Goodman AU893 - Riverwood Business Park - 92-100 Belmore Road, Riverwood, NSW, 2210",Billing,,,,Inspection & Testing - Fixed/Monthly 2026-04-01 to 2026-04-30,,,595295,COMPLETE,,,10 April     2026,10 April     2026,14 April     2026,0.00,4.14
T-39436,"Goodman AU543 - 33-38 Quarry Road (Bld B, Bld C & Bld D), Erskine Park, NSW 2759",Billing,,,,Inspection & Testing - Fixed/Monthly 2026-04-01 to 2026-04-30,,,595295,COMPLETE,,,10 April     2026,10 April     2026,14 April     2026,0.00,4.15
T-39435,"Goodman AU543 - 15-23 Quarry Road, Erskine Park, NSW 2759",Billing,,,,Inspection & Testing - Fixed/Monthly 2026-04-01 to 2026-04-30,,,595295,COMPLETE,,,10 April     2026,10 April     2026,14 April     2026,0.00,4.16
T-39434,"Goodman AU645 - Campus Business Park - 350-374 Parramatta Road, Homebush West, NSW, 2140",Billing,,,,Inspection & Testing - Fixed/Monthly 2026-04-01 to 2026-04-30,,,595295,COMPLETE,,,10 April     2026,10 April     2026,14 April     2026,0.00,4.16
T-39453,"Goodman AU150 - Forestridge Business Park - 14 Acquatic Drive Frenchs Forest, NSW 2086",Billing,,,,Inspection & Testing - Fixed/Monthly 2026-04-01 to 2026-04-30,,,595295,COMPLETE,,,10 April     2026,10 April     2026,14 April     2026,0.00,4.10
T-33531,"Mandarin Centre - 65 Albert Ave, Chatswood NSW 2067",Repair,R DETECTION,,Gordon Jenkins,Fire Indicator Panel HVAC AFSS Defect repairs,QD-1881,,CWO0677535,COMPLETE,Jamie Wright,,3 March     2026,14 April     2026,14 April     2026,42.08,0.32
